Id,SalePrice
1277,170292.39172678062
1278,194194.94663475134
1279,261671.35691347934
1280,84474.43557959166
1281,224378.96894107346
1282,227245.2356461272
1283,155536.28722721187
1284,133387.2525454667
1285,216778.53979601193
1286,121100.2580030135
1287,171350.7265843373
1288,176006.25428893534
1289,244651.13554981916
1290,265976.9096284145
1291,153092.99374419136
1292,111689.51046228572
1293,138064.41697933944
1294,206528.05219054187
1295,133450.8570997772
1296,133028.58471331018
1297,152993.85606026382
1298,148431.80059217283
1299,637280.337881373
1300,141919.1901369997
1301,239384.33704194438
1302,164054.16386848863
1303,298328.08954066463
1304,235222.23426008754
1305,190008.66482349462
1306,305164.57364864356
1307,198144.5039487974
1308,138808.27279672568
1309,148874.71657928143
1310,190817.49097118236
1311,264485.533672867
1312,217677.93992972077
1313,302218.7450146215
1314,328175.5108278302
1315,97110.69752135087
1316,211682.88873326493
1317,270817.5404198152
1318,186063.98864320322
1319,265809.37509674346
1320,78474.22665343847
1321,177945.6657602614
1322,40216.71368924109
1323,239750.75326085894
1324,61321.5190806443
1325,273073.141857143
1326,44412.65352713672
1327,45451.391340573144
1328,128987.11796741496
1329,244114.37618559902
1330,209466.0174828926
1331,252499.98809803952
1332,114745.6311770567
1333,82947.96306557104
1334,126241.71603413136
1335,123385.86470222176
1336,187074.69437321962
1337,136128.93880746904
1338,39904.007402563235
1339,241031.85273636132
1340,108500.5876277858
1341,107888.24616138119
1342,177552.22465179616
1343,259284.16458479484
1344,179523.618750491
1345,202237.33393975324
1346,69148.49357515719
1347,261209.16740159987
1348,272201.80380517116
1349,237342.56791841483
1350,174119.4888010617
1351,217287.26358336484
1352,176404.52486254572
1353,150651.865615941
1354,350233.80563914985
1355,243379.05646044418
1356,204317.1102070979
1357,95819.19781649584
1358,151542.4930771637
1359,149673.19802601845
1360,327842.10385116964
1361,192076.04995637084
1362,243797.8218870326
1363,105904.54684337141
1364,169540.41273181507
1365,152147.70949512383
1366,213805.5299157726
1367,222419.52326275263
1368,116177.003602657
1369,153655.72977595072
1370,251984.22364163888
1371,98085.80436409777
1372,193336.17555796908
1373,265140.60867791745
1374,396128.28090668516
1375,249262.66937681858
1376,250815.44507645356
1377,95052.94889710232
1378,137329.38934013568
1379,104786.34859419678
1380,149636.73434532946
1381,45084.53947597917
1382,218439.00663802156
1383,179516.59615193203
1384,148530.1348369773
1385,125895.72636681446
1386,109709.75063952449
1387,289283.5731464989
1388,190548.63515899342
1389,308328.7196797429
1390,139984.9353341891
1391,234462.0835125746
1392,139844.44380757818
1393,113108.91865290876
1394,140559.64363726013
1395,235568.46725097328
1396,285552.07056471135
1397,181355.60632807744
1398,124624.60410030745
1399,153172.5870487693
1400,157350.30058730778
1401,115547.03085561271
1402,208747.90567032242
1403,211733.20524263743
1404,257666.20893971698
1405,79121.09948215622
1406,259329.4848479213
1407,129102.0042737507
1408,102288.67145802139
1409,98652.02278016391
1410,237987.87029176496
1411,222430.6342966727
1412,162348.31847957062
1413,69183.4252704038
1414,286475.6852889357
1415,184480.08028413507
1416,246282.45747790358
1417,113372.73297630326
1418,295900.83879960305
1419,115958.39164545853
1420,225035.49339581036
1421,174980.41900122364
1422,142814.55260398006
1423,149149.96888073278
1424,187178.72898165172
1425,158519.08922061173
1426,155250.73087730014
1427,245612.4845333625
1428,140335.4293695882
1429,114974.7445019203
1430,199216.53478101827
1431,176629.8280499517
1432,139349.7184972582
1433,65451.36484513758
1434,208663.4222248376
1435,162062.02057954995
1436,201994.88031030988
1437,98261.41406766779
1438,302511.0680943614
1439,180037.52771644027
1440,199033.65135876654
1441,236152.40257869207
1442,153265.46935972816
1443,329364.7673880852
1444,106918.07945349457
1445,209864.65221563715
1446,116365.90281734936
1447,141821.11655133765
1448,271207.9343893975
1449,105192.14600462595
1450,73942.0500432076
1451,112198.22385109687
1452,247659.40368052758
1453,126702.52095900598
1454,126963.32466203469
1455,208220.8312688328
1456,186168.59205181518
1457,248079.8036502282
1458,229857.02733278612
1459,132746.50851881818
1460,160112.882975019
